text,label
"['NIFTY SPOT', ' : CMP ', '15291', '  A MOVE ABOVE ', '15330', ' CAN GIVE A QUICK UPMOVE ']","['symbol', 'NANA', 'enter', 'NANA', 'entry_momentum', 'NANA']"
"['BTST', 'GABRIEL', ' CMP ', '121.70', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['WATCHOUT.. ', 'NIFTY SPOT', ' A MOVE ABOVE ', '15330', ' IS NOW AT ', '15380', '+ ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['BTST', 'ASAHIINDIA', ' AROUND ', '464', ' LEVELS.. ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['ASHIINDIA', '.. DID ', '464', ' TO ', '471', '+ LEVELS INTRADAY ONLY ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY DANGEE ABOVE 368 SL 364 TARGET 372 - ', 'DANGEE', ' ABOVE ', '368', ' SL ', '364', ' TARGET ', '372', '', '376', ' - ', '380', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['INTRADAY', ' UPDATE  DANGEE GIVEN ABOVE 368 TOUCHED FIRST TARGET ', 'DANGEE', ' GIVEN ABOVE ', '368', '', '372', ' (MADE HIGH OF 374.90) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['DANGEE', '... GIVEN AT ', '368', ' ALSO TOUCHED SECOND TARGET ', '376', ' (HIGH : 379) ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['BTST', 'CGPOWER', ' CMP ', '169', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY SUNTV ABOVE 450 SL 445 TARGET 456 - ', 'SUNTV', ' ABOVE ', '450', ' SL ', '445', ' TARGET ', '456', '', '462', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', 'MANINFRA', ' ABOVE ', '77', ' SL ', '75.50', ' TARGET ', '80', ' - ', '83', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY PDMJEPAPER CMP 33.40 SL 32.25 TARGET 36 - ', 'PDMJEPAPER', ' CMP ', '33.40', ' SL ', '32.25', ' TARGET ', '36', '', '37.50', ' ']","['intraday', 'NANA', 'enter', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['MANINFRA', '.. ABOVE ', '77', ' TOUCHED ', '78.50', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['PDMJEPAPER', ' —> BTST LOOKS LIKE ', 'BTST', '38', '+ ']","['symbol', 'NANA', 'btst', 'exit', 'NANA']"
"['BTST', 'BANCOINDIA', ' CMP ', '163.50', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', 'LYKALABS', ' CMP ', '108', ' SL ', '106', ' TARGET ', '114', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'TARC', ' ABOVE ', '35.50', ' SL ', '34', ' TARGET ', '41', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['TARC', ' IS ALSO FOR DELIVERY BASED WITH SL OF 31 TARGETTING... ', 'DELIVERY', ' BASED WITH SL OF 31 TARGETTING... 48 - ', '31', '', '48', '', '52', ' ']","['symbol', 'NANA', 'delivery', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', 'TATASTEEL', ' ABOVE ', '850', ' SUSTAINING SL 840 TARGET ', '840', '860', ' - ', '870', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY INTENTECH ABOVE 65 SL 63.50 TARGET 70 - ', 'INTENTECH', ' ABOVE ', '65', ' SL ', '63.50', ' TARGET ', '70', '', '72', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' UPDATE  INTENTECH GIVEN ABOVE 65 TOUCHED ', 'INTENTECH', ' GIVEN ABOVE ', '65', '', '69.25', ' NEARING TARGET OF 70 ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY GULFPETRO CMP 44.20 SL 42.50 TARGET 47 - ', 'GULFPETRO', ' CMP ', '44.20', ' SL ', '42.50', ' TARGET ', '47', '', '50', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', 'KEC', ' CMP ', '385', ' SL ', '381', ' TARGET ', '390', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'CEATLTD', ' ABOVE ', '946', ' SL ', '935', ' TARGET ', '960', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'MANINFRA', ' CMP ', '80', ' SL ', '78.50', ' TARGET ', '85', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['KEC', '... ROCKING.. GIVEN A BUY AT ', '385', ' TOUCHED ', '396', '+ ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['FRIENDS....  KEEP YOUR RADAR ON  ', 'KCP', '  CMP ', '108', '  CAN BLAST ... MAST FOR ', 'BTST', ' ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'btst', 'NANA']"
"['BTST', 'KCP', ' CMP ', '108', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['BTST', 'HCG', ' CMP ', '290', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY KIRLFER ABOVE 199 SL 197 TARGET 205 - ', 'KIRLFER', ' ABOVE ', '199', ' SL ', '197', ' TARGET ', '205', '', '210', ' - ', '215', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['SHORT TERM ', 'DELIVERY', 'KIRLFER', ' IS ', '265', '+ ']","['NANA', 'delivery', 'symbol', 'NANA', 'exit', 'NANA']"
"['KIRLFER', '.. INTRADAY 213+ POSSIBLE ABOVE ', 'INTRADAY', '213', '199', ' ']","['symbol', 'NANA', 'intraday', 'exit', 'enter', 'NANA']"
"['INTRADAY', 'PRECWIRE', ' ABOVE ', '63', ' SL ', '61.50', ' TARGET ', '65.50', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', '63', ' ']","['intraday', 'enter', 'NANA']"
"['BTST', 'SALASAR', ' CMP ', '262.50', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', 'GSCLCEMENT', ' ABOVE ', '32', ' SL ', '30.50', ' TARGET ', '35', ' - ', '36', ' ']","['exit2', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', 'GSCLCEMENT', ' GIVEN ABOVE ', '32', ' TOUCHED 34.50 NEARING FIRST TARGET OF ', '34.50', '35', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'exit', 'NANA']"
"['DELIVERY', 'GOLDIAM', ' ABOVE ', '141', ' SL ', '115', ' TARGET ', '170', ' ']","['delivery', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' : BUY ZUARI ABOVE 150 SL 148 TARGET 153 - ', 'ZUARI', ' ABOVE ', '150', ' SL ', '148', ' TARGET ', '153', '', '156', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY ITC ABOVE 271 SL 267 TARGET 275 - ', 'ITC', ' ABOVE ', '271', ' SL ', '267', ' TARGET ', '275', '', '280', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY IMFA ABOVE 270 SL 267 TARGET 275 - ', 'IMFA', ' ABOVE ', '270', ' SL ', '267', ' TARGET ', '275', '', '280', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' UPDATE  ZUARI GIVEN ABOVE 150 TOUCHED FIRST TARGET ', 'ZUARI', ' GIVEN ABOVE ', '150', '', '153', ' (HIGH : 153.90) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' UPDATE  ZUARI GIVEN ABOVE 150 TOUCHED SECOND TARGET ', 'ZUARI', ' GIVEN ABOVE ', '150', '', '156', ' (HIGH : 157.70) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['BTST', 'AMBUJACEM', ' CMP ', '365.50', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', 'ASTRON', ' ABV ', '39', ' SL ', '37.50', ' TARGET ', '45', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['RUCHIRA', '.... ', '103', ' - ', '107', '+ ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['RUCHIRA', '.. ROCKING... ', '103', ' TO ', '111', '+ ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY MAHINDCIE ABOVE 235 SL 232 TARGET 238 - ', 'MAHINDCIE', ' ABOVE ', '235', ' SL ', '232', ' TARGET ', '238', '', '241', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' UPDATE  MAHINDCIE GIVEN ABOVE 235 TOUCHED FIRST TARGET ', 'MAHINDCIE', ' GIVEN ABOVE ', '235', '', '238', ' AND MADE HIGH : 239.70 ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY CHALET ABOVE 313 SL 309 TARGET 318 - ', 'CHALET', ' ABOVE ', '313', ' SL ', '309', ' TARGET ', '318', '', '324', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' UPDATE  MAHINDCIE GIVEN ABOVE 235 TOUCHED SECOND TARGET ', 'MAHINDCIE', ' GIVEN ABOVE ', '235', '', '241', ' (HIGH : 242.70) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['BHAGYANGR', ' FOR ', 'BTST', ' ']","['symbol', 'NANA', 'btst', 'NANA']"
"['BINDAAAST  ', 'BTST', 'BYAGYANGR', ' CMP ', '40', ' ']","['NANA', 'btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['BTST', 'MAHSEAMLES', ' CMP ', '645', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['MAHSEAMLESS', '... GOING UP....  ', '645', ' TO ', '654', '+ TODAY ITSELF ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', 'ASIANTILES', ' ABOVE ', '44', ' SL ', '42.50', ' TARGET ', '47', '+ ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['ASIANTILES', "".. DON'T MISS ABOVE "", '44', ' ..... ', 'SEEDHA', '... ', '47', '+ FOR ', 'INTRADAY', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'intraday', 'NANA']"
"['DELIVERY', '  BUY MENONBE CMP 75.50 SL 67 TARGET 100+  MOMENTUM ABOVE ', 'MENONBE', ' CMP ', '75.50', ' SL ', '67', ' TARGET ', '100', '', '76', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'entry_momentum', 'NANA']"
"['INTRADAY', 'ASIANTILES', "".. DIDN'T GO ABOVE GIVEN LEVEL OF "", '44', ' HENCE CALL STANDS CANCELLED ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY CEREBRAINT CMP 52 SL 50.50 TARGET 57 - ', 'CEREBRAINT', ' CMP ', '52', ' SL ', '50.50', ' TARGET ', '57', '', '59', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY TATASTEEL SUSTAINING ABOVE 884 SL 875 TARGET 895 - ', 'TATASTEEL', ' SUSTAINING ABOVE ', '884', ' SL ', '875', ' TARGET ', '895', '', '905', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['BTST', 'SIEMENS', ' CMP ', '2405', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['NIFTY SPOT', '  CMP ', '15795', '  SUSTAINING BELOW ', '15785', ' CAN GIVE A DOWNMOVE ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'SHOPERSTOP', ' ABOVE ', '502', ' SL ', '495', ' TARGET ', '510', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'LUMAXTECH', ' ABOVE ', '186', ' SL ', '183', ' TARGET ', '190', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['NIFTY SPOT', ' BELOW 15785 TOUCHED ', '15785', '15748', ' LEVELS  ALERTED AT ', '15795', ' LEVELS ']","['symbol', 'NANA', 'entry_momentum', 'touched', 'NANA', 'enter', 'NANA']"
"['INTRADAY', '  :BUY BAJAJELEC ABOVE 1005 SL 990 TARGET 1025 - ', 'BAJAJELEC', ' ABOVE ', '1005', ' SL ', '990', ' TARGET ', '1025', '', '1045', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['FRIENDS... ', 'JAGRAN', ' LOOKS GOOD FOR ', 'BTST', ' ... AWESOME ']","['NANA', 'symbol', 'NANA', 'btst', 'NANA']"
"['BTST', 'JAGRAN', ' CMP ', '50', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['BAJAJELEC', ' GIVEN ABOVE ', '1005', ' TOUCHED ', '1015', '... ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' UPDATE  BAJAJELEC GIVEN A BUY ABV 1005 TOUCHED  TARGET OF ', 'BAJAJELEC', ' GIVEN A BUY ABV ', '1005', '', '1025', ' (HIGH : 1032) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' UPDATE  BAJAJELEC GIVEN A BUY ABOVE 1005 TOUCHED SECOND TARGET ', 'BAJAJELEC', ' GIVEN A BUY ABOVE ', '1005', '', '1045', ' (HIGH : 1046) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', 'SUNTECK', ' CMP ', '511', ' SL ', '505', ' TARGET ', '520', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['BTST', ' : FCL AROUND 188 - ', 'FCL', ' AROUND ', '188', '', '190', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'entry_momentum', 'NANA']"
"['INTRADAY', ' : BUY TTL ABOVE 72 SL 70.50 TARGET 76 - ', 'TTL', ' ABOVE ', '72', ' SL ', '70.50', ' TARGET ', '76', '', '80', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['FRIENDS... EYES ON ', 'BEPL', '  GOOD FOR ', 'DELIVERY', ' ']","['NANA', 'symbol', 'NANA', 'delivery', 'NANA']"
"['DELIVERY', ' : BUY BEPL CMP 111.70 SL 95 TARGET 130 - ', 'BEPL', ' CMP ', '111.70', ' SL ', '95', ' TARGET ', '130', '', '145', ' - ', '160', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['BEPL', "" : SUPER FUNDAMENTALS..DONT' MISS.... FOR "", 'DELIVERY', ' ']","['symbol', 'NANA', 'delivery', 'NANA']"
"['INTRADAY', ' : BUY MANGCHEFER ABOVE 116 SL 113 TARGET 120 - ', 'MANGCHEFER', ' ABOVE ', '116', ' SL ', '113', ' TARGET ', '120', '', '125', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', 'VARDHACRLC', ' ABOVE ', '51', ' SL ', '49.50', ' TARGET ', '55', ' - ', '57', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['BTST', 'VARDHACRLC', ' CMP ', '50.50', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['DELIVERY', 'TWL', ' CMP ', '112', ' SL ', '92', ' TARGET ', '140', '+ ']","['delivery', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' : BUY ESTER ABOVE 130 SL 128 TARGET 135 - ', 'ESTER', ' ABOVE ', '130', ' SL ', '128', ' TARGET ', '135', '', '140', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY JKIL ABOVE 309 SL 305 TARGET 315 - ', 'JKIL', ' ABOVE ', '309', ' SL ', '305', ' TARGET ', '315', '', '320', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'sl', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['BTST', 'LEMONTREE', ' CMP ', '66', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', 'MANGCHEFER', ' ABOVE ', '117', ' SL ', '115', ' TARGET ', '120', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' : BUY M&MFIN ABOVE 186 SL 184 TARGET 190 - ', 'M&MFIN', ' ABOVE ', '186', ' SL ', '184', ' TARGET ', '190', '', '195', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', 'KEC', ' CMP ', '406', ' SL ', '401', ' TARGET ', '413', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' : BUY LAOPALA ABOVE 279 SL 276 TARGET 285 - ', 'LAOPALA', ' ABOVE ', '279', ' SL ', '276', ' TARGET ', '285', '', '290', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', '290', ""+ POSSIBLE IN LAOPALA... DON'T MISS.. ABOVE "", 'LAOPALA', '', '279', ' ']","['intraday', 'exit', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['BTST', 'TATACOFFEE', ' CMP ', '207', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', 'NELCAST', ' CMP ', '67', ' SL ', '65.50', ' TARGET ', '75', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'L&TFH', ' CMP ', '71', ' SL ', '69.50', ' TARGET ', '75', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'NELCAST', ' GIVEN AT ', '67', ' IS GOING STRONG AT ', '69.90', '  KEEP ON BOOKING/ TRAILING ACCORDINGLY ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'MANGALAM', ' ABOVE ', '145', ' SL ', '143', ' TARGET ', '150', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' UPDATE  L&TFH GIVEN AT 71 TOUCHED ', 'L&TFH', ' GIVEN AT ', '71', '', '72.50', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['BTST', 'GREENPLY', ' CMP ', '183', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', 'STERTOOLS', ' CMP ', '294', ' SL ', '290', ' TARGET ', '300', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['BTST', 'TCPLPACK', ' CMP ', '965', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', 'NAVKARCORP', ' ABOVE ', '61', ' SL ', '59', ' TARGET ', '65', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' : BUY DCAL CMP 122 SL 120 TARGET 125 - ', 'DCAL', ' CMP ', '122', ' SL ', '120', ' TARGET ', '125', '', '130', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY LOKESHMACH ABOVE 79 SL 77.50 TARGET 83 - ', 'LOKESHMACH', ' ABOVE ', '79', ' SL ', '77.50', ' TARGET ', '83', '', '85', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' UPDATE  DCAL GIVEN AT 122 TOUCHED FIRST TARGET ', 'DCAL', ' GIVEN AT ', '122', '', '125', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', 'GANESHHOUC', ' ABOVE ', '291', ' SL ', '288', ' TARGET ', '300', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' : BUY ASTRAMICRO ABOVE 215 SL 212 TARGET 220 - ', 'ASTRAMICRO', ' ABOVE ', '215', ' SL ', '212', ' TARGET ', '220', '', '225', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['ASTRAMICRO', '.... HUGE POTENTIAL OF INTRADAY TARGETO F ', '223', ' - ', '229', '+ ']","['symbol', 'NANA', 'exit', 'NANA', 'entry_momentum', 'NANA']"
"['BTST', 'TIMETECHNO', ' CMP ', '113.75', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['DELIVERY', 'ROSSELLIND', ' CMP ', '188', ' SL ', '164', ' TARGET ', '220', ' ']","['delivery', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['ROSSELLIND', '.. ', '191', ' IS THE ONLY RESISTANCE.. ABOVE THAT ', '204', '+ POSSIBLE ', 'INTRADAY', ' ']","['enter', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'intraday', 'NANA']"
"['INTRADAY', ' : BUY ADSL CMP 127 SL 124 TARGET 130 - ', 'ADSL', ' CMP ', '127', ' SL ', '124', ' TARGET ', '130', '', '134', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' UPDATE  ADSL GIVEN AT 127 TOUCHED FIRST TARGET ', 'ADSL', ' GIVEN AT ', '127', '', '130', ' (HIGH : 131.25) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', 'PRECWIRE', ' CMP ', '71.50', ' SL ', '70', ' TARGET ', '75', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'APTECHT', ' CMP ', '229', ' SL ', '226', ' TARGET ', '235', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'ARTEMISMED', ' CMP ', '47.75', ' SL ', '45.75', ' TARGET ', '53', '+ ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['ARTEMISMED', ' GIVEN AT ', '47.75', ' GOING STRONG AT ', '50.80', '  KEEP ON BOOKING / TRAILING ACCORDINGLY ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['ARTEMISMED', ' GIVEN AT ', '47.75', ' GOING STRONG AT ', '51.45', '  KEEP ON BOOKING / TRAILING ACCORDINGLY ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', 'AMDIND', ' CMP ', '48.70', ' SL ', '46', ' TARGET ', '56', ' ']","['intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['DELIVERY', 'CDSL', ' CMP ', '1129', ' SL ', '1055', ' TARGET ', '1225', ' ']","['delivery', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['CDSL', '... MOVED UPTO 1147+ FROM ', '1147', '1129', ' ', 'INTRADAY', ' ITSELF ']","['symbol', 'NANA', 'touched', 'enter', 'NANA', 'intraday', 'NANA']"
"['BTST', 'BRIGADE', ' CMP ', '467', ' ']","['btst', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', '  INTRADAY  :BUY TRIGYN ABOVE 109 SL 107 TARGET 115 - ', 'INTRADAY', 'TRIGYN', ' ABOVE ', '109', ' SL ', '107', ' TARGET ', '115', '', '120', ""  DON'T MISS ""]","['intraday', 'NANA', 'intraday', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
